genesinput	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	Tregs	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
MMP27	466.4856971	351.5999425	226.3085343	114.3411811	80.35937205	185.8624043	136.5987403	147.9230211	160.7461407	211.0562235	107.4810077	108.7286912	137.6563918	144.7053642	62.99898342	89.70217236	170.0273381	135.0777517	129.3832907	83.21144182	142.9756368	295.4185249
MMP28	12.00966261	10.00172099	16.89310759	15.14892153	71.89460431	9.217386051	10.55001689	8.427360618	17.7766696	7.019566181	11.0532908	10.59412632	8.03196661	8.45962898	14.88173325	13.60956204	12.93052001	10.39546336	6.451651699	5.331913934	6.64298653	16.15793394
MMP3	289.3730818	208.9679088	128.5387064	70.86793347	59.92126523	107.5432753	115.106151	75.1137056	202.7167854	97.14149684	42.96998653	73.95997182	52.39098168	60.18000382	25.94199971	50.21279783	52.89290266	83.46816476	20.22904675	65.8688843	17.78214866	228.9965139
MMP7	456.1825687	343.2884901	335.3653068	137.4586225	94.20546949	177.9255319	145.8719106	115.3390412	292.4832275	178.3817658	99.98239788	127.2371142	121.3207567	1421.347405	724.9348399	605.1584359	131.3196146	688.3698375	143.2962079	618.266348	62.41343771	349.1178001
MMP8	252.1039558	259.0473929	93.91472552	56.63122939	29.15085462	15.05714204	79.51319871	20.22798354	39.04714041	163.0699385	658.135077	157.7027157	71.34900682	148.6192272	85.70898291	46.09809001	74.11881316	69.69892272	367.4104746	285.9049823	83.06928382	283.8189267
MMP9	338.94428	388.1056494	357.9745698	286.9137339	359.6153524	395.4202673	258.4783862	424.4791722	396.8938938	338.8946519	688.2490954	284.1304512	335.4295326	38944.01868	2727.981464	16386.05747	3188.623948	2899.726139	1191.482432	12655.47888	635.0862911	6429.776491
MMRN1	76.04298012	56.12757888	39.09280883	22.42257965	67.63437248	32.58492183	5.556158206	16.74750012	59.54924898	41.95732104	29.72696291	33.11414254	11.96857625	7.725493627	19.22533684	30.1761546	37.62027112	11.65957733	23.72698286	15.07744406	37.40764781	66.96381913
MMRN2	125.9082575	104.4719844	60.40293882	68.8818943	80.50952615	74.67546044	41.40994564	83.18503551	238.4184319	99.59000147	68.92674067	72.57655663	78.23581106	63.06998481	89.05869802	71.71418328	61.76344821	84.49674259	48.22525921	47.9672285	72.53851662	146.2293498
MMS19	926.4417255	992.0438365	948.374319	632.1506228	1223.14876	672.4337332	644.4464584	1048.924506	952.5806758	539.8993406	539.3190588	462.8240702	513.743322	563.2445488	572.3060778	614.5879597	651.564524	570.1243498	398.6050509	622.9298486	282.7274027	445.293753
MN1	210.8559156	129.5600843	195.8309636	91.95009631	25.15054508	87.90153198	61.80549325	79.28558945	99.54554638	95.87730431	235.35938	106.8888316	95.8473265	79.26758171	678.2573057	105.5659204	70.90440191	103.0019939	85.04831737	86.77645759	172.288818	259.8261646
MNAT1	22.35085197	18.79402211	71.55649693	53.15939325	218.8814686	34.07711005	232.6351194	191.008753	178.0021174	20.04118181	216.5483415	243.5748238	19.24771765	75.55951493	137.4964061	113.9281239	86.80674429	28.88782237	223.1625581	211.1915998	86.25338369	21.71851173
MNDA	29.5032353	276.0791648	5.02270779	50.81863936	9.217386051	8.750532337	4.525700455	13.50066477	38.28622427	2157.226727	790.3716005	301.3206314	11447.56145	2609.874357	4016.523813	1867.617958	4559.644609	2133.559627	2154.019115	1279.186504	3154.581987	22598.07416
MNS1	74.37733417	69.14440906	78.78483796	24.64296946	18.96597542	31.31871066	37.27541049	36.51263796	64.69359847	57.07166209	55.95412443	31.89060432	35.99034463	43.59426673	32.92379314	66.39275175	51.70055339	30.55190867	59.66949848	80.94510102	63.7456529	58.02326872
MNT	513.0848293	508.1258022	323.2973527	595.3496315	506.4390858	662.9063033	325.245785	400.3612339	399.6177308	908.9539723	612.3628728	363.8164437	983.192601	399.8213428	480.4046846	1026.422139	739.8581528	892.6137166	897.7096646	1005.783623	2823.201964	1118.85238
MNX1	60.70993919	61.14969934	48.42906277	39.04308908	19.37674145	30.94941671	24.14453092	66.57119747	42.5010627	20.19504781	18.32505721	18.02258618	22.43408007	15.76451783	25.6594246	45.53332862	27.28843486	28.66810714	115.4776537	29.9422273	71.61002747	30.15582868
MOAP1	1749.596937	1317.754604	915.7252069	3876.478745	3191.454082	3451.596134	639.2622102	1683.675398	893.7716638	1884.175608	2662.157203	1593.022054	836.4541624	1058.319482	361.0708349	831.2688479	982.9414066	761.8136452	1616.959416	1407.83404	2735.300872	538.6774307
MOBKL1B	1182.026251	2785.045119	1818.10167	886.054211	579.1047708	1520.361452	3107.873314	970.8140899	2052.655496	702.852241	1240.753626	1896.883381	2099.852366	3094.651025	3680.103312	1915.068793	3160.177917	7763.002059	2198.76953	1781.714038	3781.159005	3083.399198
MOBKL2B	627.1760332	591.1521609	766.0466026	214.7064832	140.2723987	231.0901455	216.3694922	138.4046988	263.0272372	603.5016309	171.7244703	186.1293759	361.8255617	864.1587922	268.0185011	244.6328867	739.5822528	419.1217446	215.2924169	272.0077014	160.4259536	302.7781003
MOBKL3	1656.099829	1330.395369	616.0767236	856.2063565	662.4004858	1014.855368	797.1087409	1105.978843	660.1753281	849.8307401	1024.863845	1032.548015	779.6152847	662.4499223	793.5151261	502.6927279	687.2284486	847.7853965	1133.207261	931.5002512	1053.385589	1199.659592
MOBP	101.522998	133.760927	119.3880689	87.90325514	168.4091537	74.89234742	61.26982624	68.56018671	133.0135837	87.43815348	59.81365651	51.3401333	87.90394248	46.58500991	85.48343539	37.42740371	39.88291664	63.12037717	81.53969185	105.0630104	99.5046971	145.535571
MOCOS	200.0802042	193.6244619	185.3894568	70.47912867	112.3291867	92.90928381	127.2371142	103.1392415	96.72531064	196.3490474	111.8817902	89.90011254	91.97700801	119.8846686	98.59881361	78.3338478	482.9240884	559.9355114	55.97536356	79.62435511	157.6861925	118.122855
MOCS1	111.335453	115.9899691	107.1947878	73.54862145	84.0008836	79.00529624	86.48935115	31.03685254	70.18490037	86.33769035	75.98370424	60.0902366	99.55188625	63.39289346	64.66029759	54.66599487	64.22627476	73.10373823	55.37991601	52.89732664	92.54624819	119.3278019
MOCS2	111.7991302	133.9958869	191.954462	482.1691669	286.0949186	326.900526	415.9614861	190.7354566	51.50429372	205.7968301	210.4425778	292.1361342	146.1718847	420.5494176	197.4353628	288.8631105	292.2885509	82.10306084	289.2311428	222.1109951	17.71779317	21.77980286
MOCS3	241.0650179	219.6729485	293.9348471	152.8092021	146.5730667	196.1491088	183.2450446	185.6651043	110.6821942	109.2622069	134.7598744	134.5503286	168.6184896	211.1574239	96.70669536	170.0968247	169.688579	179.2421604	172.9173988	175.6393502	229.3454239	250.4470539
MOG	96.12281291	85.46443608	50.62497698	74.19426097	73.15350894	54.17803335	46.96846223	19.29191355	13.44169153	68.26552316	54.02221151	52.03367718	56.73134631	38.75731483	32.22592646	36.32016348	61.36631104	49.50178155	32.8234037	41.59927761	20.4455727	75.26257165
MOGAT2	1603.415409	956.6132471	449.0276292	220.2907491	238.3447244	175.6975199	169.3131278	154.026187	262.6605612	354.9168031	252.3814494	224.2306358	309.7381319	251.762398	156.2509578	110.6796705	320.5914479	202.988248	184.0924732	154.0098136	481.2783365	542.6594189
MOGS	238.5976928	249.9305749	1065.973802	502.3863686	543.1176378	357.7155718	391.5606032	581.6689523	768.2532382	303.6332682	584.1164667	663.7145083	529.9099198	533.4032617	543.6985697	404.3935503	430.230594	585.8430205	304.8023661	282.4703006	245.6967629	231.704793
MON1B	17.258479	12.26959741	45.26373315	289.4045835	386.1878833	148.1363887	232.5503738	402.9880185	119.2815765	55.43302621	387.4103726	400.2184096	243.7592393	278.4963421	312.7065014	287.6219434	283.5475104	227.9188749	218.0460438	122.4689046	481.1579224	375.3892887
MON2	427.9203866	361.9261478	516.3687437	264.2281287	300.2200134	240.0436507	168.835817	263.4647282	223.1650767	639.6036118	343.9666387	310.3414509	297.602704	216.7127819	333.0729024	274.639997	211.8556306	226.8788397	357.7455142	282.6044253	444.9918515	296.1659279
MORC1	12.31917468	20.3221892	24.03797283	20.06636521	8.65037519	7.46633806	2.558504108	14.84207067	5.419938312	5.815208932	2.86205105	5.239540575	6.788462628	19.48310887	2.694111471	17.87368763	4.960650939	5.74922457	16.81924643	22.37835615	10.26993764	29.70402981
MORC2	204.8063535	222.6785066	263.4647282	455.6758909	646.2342539	563.6383143	476.3438281	362.3234025	312.8797951	541.2034206	285.8851339	345.9315755	268.6626895	225.8942195	323.4070758	301.2171611	304.0121609	258.1511551	495.515319	409.4422675	219.174442	141.7101321
MORC3	633.2372314	629.7260926	175.0663079	638.5709227	884.8131178	935.4862772	455.2117491	723.0245323	318.0583946	805.568755	562.0080079	563.1705614	707.9533821	495.0937166	700.0766776	474.7785367	530.0551688	600.3097997	697.5887644	575.4943046	932.708033	801.3492747
MORC4	247.4290897	250.6998456	266.5877562	172.405357	243.8532814	281.228661	255.8877786	148.6838467	191.5721278	239.2306688	122.919536	180.7746335	84.6047899	96.17673133	88.45957062	61.53204161	93.55666575	80.79222033	77.33738272	69.41918714	155.5783043	179.3377116
MORF4L2	4477.729529	3160.639503	6550.037835	2747.396116	3482.960573	2431.498593	4511.430986	2762.347774	4375.240011	4757.69924	3356.570349	3842.770868	2606.266138	4043.063006	3521.793105	3118.484471	3191.34037	3327.347714	6841.204932	7420.78782	10776.64356	1854.935899
MORN1	16.33119028	18.38845988	43.79639678	12.94232112	12.23359461	16.28068492	17.03415338	9.694581053	38.81465611	16.95523174	15.28931988	12.70708557	15.93884066	10.51194819	10.07084824	11.04729816	12.73475384	14.40417012	10.05250147	10.19797297	19.07093135	20.65998425
MOS	173.2903554	125.8885095	155.6717837	139.0688773	112.914142	115.298601	121.903045	145.9766252	173.5232609	244.7071613	103.958881	100.6530552	159.3491616	153.6575717	152.0678903	79.08543168	179.9541253	186.0021844	179.4018942	156.5560605	187.281156	310.2108774
MOSC1	71.71418328	63.7089296	69.83123367	49.76086704	49.72341447	60.37056445	49.33707158	33.95721509	67.4489619	50.87370584	38.1917383	49.33707158	764.5885775	55.64524965	65.33110512	51.77354793	68.89205554	55.5942538	42.9796623	30.32660512	114.8369049	826.0861666
MOSC2	236.9248417	253.3576959	250.1023415	109.6424505	64.3351871	115.8956574	116.2024121	58.33320422	230.9805879	206.0796543	126.8332258	120.4569587	124.1598681	90.21340207	97.80292842	90.70835252	120.8847346	97.28581276	53.08944901	68.245502	132.7514917	291.6576782
MOSPD1	528.5115019	477.4502461	887.0564222	441.7445211	288.9697298	433.012581	488.8088637	335.6980695	693.545267	656.2459438	347.1595413	415.6651682	354.6803996	976.80468	263.8277164	577.6136289	819.2945089	336.1535992	815.4290526	701.3331832	542.8947106	430.446331
MOSPD2	1071.29061	831.3114279	404.5384364	374.2418558	206.0864225	331.6574682	244.5489843	312.2963991	655.163228	456.3281473	439.8638698	392.2624492	648.5691857	524.6598115	351.9652979	412.9279657	540.4121437	639.0166086	416.0797485	334.6225202	393.5855901	1446.325377
MOSPD3	344.4100434	480.1012548	290.5996884	487.2267388	289.3730818	522.3049639	340.0169777	227.5315635	947.7716891	449.7841021	327.9314365	335.5840104	410.7829785	421.9325496	250.1982123	336.1819154	323.5777175	258.1218102	261.1705973	267.5788629	389.5103703	611.1564224
MOXD1	765.6359459	560.9999792	648.5925902	133.0559776	107.4591859	241.4075111	146.1955683	90.83503867	448.7180002	273.4666632	100.6865672	161.9808797	156.4384662	232.813364	144.7494553	118.7296898	197.7169755	178.33154	63.70533607	138.1085795	73.14974796	379.2275531
MPDU1	934.4931505	1285.625127	1543.167746	778.5095793	592.8600529	768.6916274	1723.858356	652.0687619	466.8506768	608.2711018	545.4596378	1005.412398	1188.789651	1929.591585	1457.346372	1429.674088	1675.56514	1761.253861	645.2087631	931.9069981	510.3498351	406.0520664
MPDZ	266.5877562	282.062819	133.9396044	49.32332893	56.28089968	91.73015264	65.65533364	27.95756648	99.9673495	130.5315394	40.61924036	50.36671815	48.0255197	49.88888617	22.14183418	17.42903384	30.50144648	28.11638694	136.8047842	173.5437838	36.61828434	64.45494325
MPG	126.6447075	327.3619083	447.7619209	458.2588852	365.3486293	398.7318081	430.3353048	499.1869255	944.8647353	276.4762429	497.3908174	428.0646447	384.0875924	520.573535	524.8550881	451.9192827	608.8050547	433.5885983	735.3624526	505.1194367	98.36354189	133.006993
MPHOSPH10	18.45676256	24.57081338	168.217946	640.4359253	623.930477	592.1448158	688.8019549	487.4147442	126.9705062	252.1729707	548.9664717	670.8311858	417.8517837	346.7345622	321.7580701	428.203231	369.7332769	266.6062018	760.0968054	797.2167985	392.5735826	17.39795734
MPHOSPH6	918.9690411	1082.183777	585.0306882	888.350276	1402.463245	804.6393254	1419.451672	775.7113406	880.2588288	1339.495541	674.1361813	968.7360675	695.0634614	1159.959763	671.3669824	498.8278776	1016.548964	888.0112811	1874.779106	1930.032643	920.9559561	421.4176213
MPHOSPH8	908.1898184	953.3537892	525.6216794	1231.389756	1119.486881	834.5398059	464.0161456	475.1166206	1152.867841	814.1050865	1069.122116	810.1784028	406.1325115	269.1738947	493.1785572	854.8082801	536.3511813	658.7552326	306.9120625	279.3573722	621.6653581	425.122073
MPHOSPH9	13.84066629	9.589913516	10.98984974	220.3873468	180.8380692	113.1413857	397.0756758	207.4209893	8.570707727	45.72514849	263.4321434	350.1625034	31.03456273	139.707019	20.24427093	112.3766045	132.7292645	74.57411666	223.0242333	76.78625776	100.7533562	4.751084587
MPI	104.6496631	169.2995319	372.7790557	507.9061131	410.1697018	456.1825687	252.1039558	193.0935915	464.0988391	149.791958	220.8239056	237.00656	186.0210531	318.9797421	159.0654202	192.6895826	190.2961808	107.123677	195.5497845	131.4491439	56.8265989	39.42723349
MPL	40.11770873	28.80294465	26.64846634	17.86371394	18.85139782	18.74052333	20.50088961	13.89894647	26.45459042	27.01438362	25.90108611	16.13728379	20.00210883	17.51763328	19.09160833	20.4393522	19.03827723	17.78273909	18.99666271	18.67328098	29.15540324	28.60025945
MPO	90.79153951	92.08489693	100.357131	109.278306	16.88100318	48.74063581	52.34792822	17.75900367	27.28792631	79.17011374	349.5653098	119.0986128	174.12482	108.6662481	116.5526077	190.7354566	58.17493346	52.62548709	2841.427641	3410.561416	132.4764586	150.1855886
MPP1	67.24739132	77.59266196	29.81202545	398.0786171	551.441299	314.929642	385.4965365	279.3902027	134.2218515	621.8115952	455.0650007	321.1743454	1951.875624	2625.254752	820.6607603	5953.092652	1470.218022	602.2973173	2244.297774	3533.047718	2648.441778	2682.472459
MPP2	673.7366967	528.4479303	393.0437582	184.256102	223.7533088	200.9810494	171.2308983	160.665947	368.6933338	242.8218459	229.8018716	179.2228863	227.5802168	172.3234828	186.8726011	141.7949363	197.5093666	212.9604881	164.964245	158.6641001	336.0210676	490.1206185
MPP3	1279.159525	818.0611549	950.7902718	252.1667389	296.7239953	252.3802197	232.7933006	266.2006685	351.2859494	463.5930694	258.7385603	243.1348247	303.2363559	232.2401553	296.7239953	211.1741743	269.2985075	258.751324	251.9642996	260.8463351	303.4098749	587.773989
MPP5	115.3390412	138.3498532	117.2480582	79.19537432	117.9119847	120.4569587	187.0041819	116.9246518	193.0556789	103.5967411	68.56909774	101.996926	97.86126651	151.8818458	355.1134964	327.0100656	196.3941062	309.7767838	183.1407982	155.2703173	330.0808211	111.7861639
MPP6	88.37677893	68.01199133	97.59432065	121.5781439	170.526428	30.09166395	202.9975963	36.48855607	5.193434228	11.38806392	40.50676535	46.09809001	7.89628541	19.7939945	19.27920418	9.753147704	11.81147725	9.691301878	8.718653215	33.03187201	68.71424689	11.23166287
MPPE1	32.36258126	38.71827624	56.70706623	660.8775178	1061.380709	373.0594532	202.6336824	821.0022882	128.3283795	530.9865984	559.5127764	385.3680848	519.4080397	175.2262682	240.1302623	788.7167722	245.1845329	50.19390176	802.5350873	423.9848363	1780.649317	3386.805694
MPPED1	49.87427373	47.56393899	38.82769283	86.17102096	83.45425611	20.74919688	74.10530922	138.248783	203.4681934	27.67481999	59.81481529	40.28604041	38.22986494	28.21962883	33.93573793	106.8888316	53.28237958	81.88168435	41.62430989	93.38356711	111.9196355	83.5366835
MPPED2	103.7484491	79.18510719	36.44035083	51.63080686	76.99829833	34.46381595	26.91445741	30.99587635	49.88979547	31.6006478	38.86970222	47.18999033	32.86800141	25.12882771	25.81862259	62.54142777	34.64195138	30.81228511	14.31125273	30.68813726	3.981669871	79.04409092
MPRIP	149.2510114	91.28536252	44.0600123	1882.240375	3212.756292	1959.403375	1146.097124	2708.439677	1593.714238	1042.522096	1809.969649	1489.995414	228.4883504	293.7116973	551.441299	812.7578563	431.6882623	50.97317481	451.0207874	435.1962223	49.36481415	153.2917054
MPST	54.92226784	183.5113129	591.9383028	270.2497143	41.63163076	170.8361038	490.2547094	574.0350684	1236.169167	525.6740199	709.3512862	594.0222314	595.9562224	524.8264251	519.6192955	672.1564298	487.0838683	209.5189545	387.2044777	316.5538331	396.8458549	599.6350514
MPV17	10.17140936	10.41283276	13.9469182	343.840641	395.2913645	137.4401366	519.816336	616.5993922	121.3462376	104.3674682	309.4483973	268.3992061	427.2062102	1103.469379	1147.520039	1729.947135	1057.129051	252.1533712	398.8408134	313.2283678	10.1577837	15.88410877
MPZ	241.5910262	245.8379783	226.1524665	101.7977635	87.90153198	88.73958185	92.39233333	61.73602193	245.0551196	192.4100189	65.08376405	73.65633284	128.1634478	99.4263418	96.53091637	49.43208718	140.6097724	108.1107806	183.6806856	158.4705398	258.3216111	296.7159882
MPZL1	659.6833018	706.6398748	911.3273148	201.14435	219.5683455	239.439096	261.2222124	306.8296547	271.1552557	287.2793725	199.4093665	202.9261759	463.5938386	712.5633247	1097.312303	379.4220894	478.4865992	845.361987	201.7486038	208.5830819	309.9887821	1678.476929
MPZL2	31.55700756	29.55606224	9.419742658	25.30195631	50.43122136	22.7587994	54.47162284	29.01225918	25.71259138	28.28192415	31.04324111	36.06583748	129.2210676	23.73682846	6.843334165	38.37540107	13.83236209	15.36311879	30.94557646	12.53298317	24.28834891	166.6607161
MR1	234.0943266	246.0507405	482.9384848	241.3111798	180.5764487	240.6301077	224.6248218	208.9986434	480.4896511	222.2133793	290.7159939	327.128798	276.2385425	484.9727237	411.162234	330.7310441	343.9764533	638.8034992	339.9856478	312.0321587	404.1872694	382.3281489
MRAS	22.53108052	12.53536195	23.07158562	42.07638621	42.61290526	44.98994361	14.34309218	57.7146764	12.2151965	24.98826984	8.022305025	8.288872254	15.1000616	392.8096931	137.6053305	157.9828702	177.1958932	169.193616	18.37352616	10.34530704	49.9192148	12.08570911
MRC2	158.3920871	230.0841261	253.1874561	238.6966616	275.4157768	322.8496753	192.7599384	191.6176093	1080.224159	184.3302063	183.5796082	197.2344989	200.2455198	289.6272681	315.3818784	828.5458066	745.2896456	315.111701	204.1929136	224.4825966	262.2659618	471.2235893
MRE11A	68.84638482	80.02312063	37.82794681	259.7177897	213.9450346	197.3732828	618.7506932	279.1095995	146.1861436	222.3211287	258.367232	308.3451093	251.737551	186.2656037	265.7358212	168.5377684	204.4496352	345.2506928	234.1124256	118.3337894	176.7858175	14.23133381
MREG	210.5478354	262.7889958	256.5379971	286.3578039	276.7233705	306.6259937	554.4425163	418.7096295	289.6249541	514.7825012	219.2686684	278.806442	48.87156544	3452.18704	3317.377758	849.8301658	2700.700698	5039.526998	82.1324227	484.1483324	54.07947887	126.8303696
MRFAP1L1	588.7015627	658.6061527	983.2371048	2069.257079	1889.695827	2289.139001	1509.988827	1941.825778	1494.33061	1837.249027	2590.564588	2003.326231	939.5516721	934.3805501	821.0022882	936.3792246	1076.142418	769.9073981	1550.569319	1110.326322	1992.442735	817.718552
MRM1	182.6692116	132.6250984	154.13226	197.2356727	250.2995803	196.5115537	285.5019311	158.3920871	127.2898963	144.5750936	164.6440144	153.7981105	118.9020862	112.7298938	114.2352213	148.6838467	105.3943886	92.00319351	121.3026879	173.0287903	154.0548241	125.4493863
MROH7	23.05515036	26.76307736	330.0530055	28.67423007	29.60547378	31.49065027	27.55771004	33.16402421	19.72411436	52.90645478	19.11115142	24.83406901	31.92868262	30.49050205	26.72336531	24.0216752	27.38987274	29.81710869	39.08973983	67.89494755	37.2994064	35.65136128
MRP63	1052.897282	1118.529857	1604.568691	2449.282755	2712.303942	2349.523503	3972.175771	2450.324662	2254.281584	3327.661439	2272.92908	2645.147127	1726.603971	2267.667446	1267.89189	2230.537782	2115.939568	1776.371886	4370.829892	3522.572553	1044.330733	584.0004855
MRPL11	98.02150804	430.2695559	562.5516506	544.9742917	661.2766113	634.4216412	1019.175958	434.8532827	167.2984699	391.9488458	297.3215596	367.2710553	308.8102707	529.6992666	415.6651682	370.7795749	374.0446589	185.797448	303.8886187	406.0143902	33.3628102	37.6295199
MRPL12	150.9759988	216.5313112	656.2328324	332.7873287	281.1367576	351.9652979	1084.441173	291.824541	168.7758978	323.1155843	295.97972	501.6239777	283.0089552	566.0857411	411.4738561	281.6179891	376.7334447	249.5692473	307.2639227	375.3379183	74.91863579	116.9545227
MRPL13	203.6484434	288.0072218	239.9391595	334.9611918	360.3213715	273.3715412	1382.43458	484.521881	367.9896474	289.5591084	389.7700836	583.2901113	422.4813372	768.3920882	354.8583292	304.0206683	603.6167557	585.0306882	370.882568	438.4804206	193.9887823	118.0493824
MRPL15	989.8233353	1054.369652	1088.632086	806.4160955	650.9796992	777.088781	2419.169387	586.5444625	903.2580446	1079.410281	671.989799	973.1747582	945.159784	1853.335599	1417.447356	1726.866502	2279.998616	1583.728815	1541.992301	1765.962414	370.1946797	235.0140528
MRPL16	524.8550881	619.4630252	614.1247632	967.959937	1041.132076	923.602815	1625.395001	1231.701055	1063.610475	837.0699824	928.9227141	831.7111123	964.2397547	1022.806858	743.9941067	761.0529324	849.245593	722.5245229	1269.104775	1004.667605	430.0176851	245.8451207
MRPL17	47.90436556	49.38527329	312.7065014	259.9447	513.6692477	325.3643379	1101.688292	401.5583963	745.9753676	150.9971411	335.2507641	625.8870914	313.5611078	567.3841996	700.9672302	306.0518091	369.3932426	425.3063063	835.9074723	753.0244104	101.4224656	48.14571882
MRPL18	1209.410271	1223.335706	1426.792703	921.93628	1250.394609	892.770919	2482.863131	1097.312303	418.6270842	1103.268972	919.699967	1238.678912	943.981372	1430.956804	1258.26072	1230.201795	1153.771653	994.1039007	1630.540564	1246.258984	2653.925752	611.3889666
MRPL19	52.93205499	74.77143737	84.07819422	170.0073	102.1260256	166.8362502	711.9497439	220.0236389	138.6917335	153.018103	140.0283964	264.2358173	179.1332742	371.3021673	217.9303327	119.9369654	190.0002808	219.5950324	380.2670825	209.4303016	78.64785586	20.80679468
MRPL2	545.5405679	669.4290161	584.8237162	486.7320812	366.604604	406.3589049	674.5454633	358.7097437	1547.438588	577.5219591	461.6982032	414.0697227	455.3882736	515.7686895	650.4634003	452.587235	551.3191276	486.7015554	270.5262455	325.9581731	226.9302839	665.73832
MRPL20	497.7101896	919.431833	2185.14918	1276.952175	1387.561664	1442.309654	2165.833891	1233.172359	792.0670952	1372.097702	1125.933977	1569.463396	1216.440541	1066.21959	939.6261506	924.9070386	1199.655025	984.8576857	1718.259738	1496.640796	1437.319066	556.4723603
MRPL22	303.674683	471.4706914	750.2836947	724.9367222	980.6187031	660.1869618	1053.95624	933.5831666	635.8954575	603.122977	530.9179483	635.6953159	460.3007526	608.96607	436.4203479	360.936311	439.9888564	394.9773585	1090.557463	873.7996501	624.7371657	211.4307198
MRPL23	222.9423297	330.4208956	660.7418675	620.864036	858.7402721	594.2489507	1231.701055	819.1831884	465.2736885	607.4302641	379.2567647	531.2824234	663.5118379	693.4590298	543.9092823	749.5997331	466.0935445	367.4568995	794.0235074	1004.882902	136.235167	118.111072
MRPL24	5690.631863	4198.524147	3358.28216	1709.994469	1585.595892	1594.474535	2965.888162	1541.92252	1404.270501	2055.860534	1271.524805	1738.53638	1288.506637	1641.540258	989.3373566	1043.277463	1319.110713	1069.548078	3349.54866	2691.36678	534.5369219	962.5523738
MRPL28	146.0885122	219.0281539	214.3185835	280.5784281	99.01325314	231.7493675	410.8735418	236.038412	1169.321237	449.9206268	632.6486871	471.4066659	295.3783947	276.8357682	526.7616294	469.6600735	254.7466243	302.1861473	365.7467607	312.5414951	455.5919225	676.4823067
MRPL3	523.6828523	822.5365589	2027.803005	1753.748619	1490.980233	1880.983426	4034.52042	1440.202476	535.4407494	1648.82539	873.6193441	2053.158486	1170.248982	1686.683208	998.5867207	963.2767736	1678.476772	884.5477658	2229.97803	2195.977473	149.306533	86.839174
MRPL33	682.2864644	1197.108065	2795.349907	1222.779376	900.9822114	1086.725215	2283.745601	1203.393171	1220.227094	1530.263736	1446.934658	1446.659119	1674.008893	1494.022542	1093.542398	890.9682716	1668.851694	1059.430057	2133.370344	2357.094727	1378.295092	1227.70258
MRPL34	208.6471572	428.3693086	511.1200359	836.517678	1011.185804	587.0723137	749.5997331	925.9272112	919.3592014	487.2109804	546.0166653	504.0040168	543.4499274	1223.634928	686.5198536	1009.55877	893.7938881	799.120211	680.0249683	467.1512161	148.2291611	193.1804082
MRPL39	526.0115085	515.6515533	514.4686051	562.3379841	618.2666444	564.9532511	1265.491857	507.2116878	224.5274177	663.2692522	454.5960744	894.0888115	371.10553	651.3929977	278.7194984	356.6014325	452.7818303	332.3041183	724.0086065	811.9603125	318.5084324	197.8133163
MRPL4	20.31818041	29.66107445	134.9186388	323.7040604	636.9181821	217.1520756	694.8923714	400.8278283	52.60282963	199.4463165	215.3122845	274.7398613	265.1663911	470.4291377	390.8626387	521.299341	540.1531784	240.58846	405.2843798	468.0226203	38.84434901	21.58369756
MRPL40	164.8357526	545.5255181	1464.692495	726.9141968	893.6646647	448.8743703	968.7360675	520.9393589	337.3871258	502.174791	435.0598503	403.7080241	522.8755142	1309.520505	931.2130901	696.5310083	990.929073	1662.446046	890.5365583	989.2111325	531.7787981	57.50430494
MRPL42	609.5521055	1374.087429	1114.321771	1099.802923	803.2602471	1131.756375	1867.617958	931.2130901	1668.694695	663.6370257	924.5633753	1007.536998	911.5962902	1357.077179	1179.181975	746.2695012	744.4582914	1023.107703	1470.217081	1333.252457	408.8104311	130.837409
MRPL44	479.1636197	407.2582582	347.3077207	504.2735417	183.1808863	653.6482321	854.431244	332.2562718	101.5401109	226.4864856	403.5630321	393.4853864	382.706482	523.9201707	240.1302623	191.008753	475.0990661	720.2788748	394.7890091	220.3613274	207.3260954	377.0132252
MRPL46	314.1315439	330.3103291	226.7134742	550.4487941	663.7145083	436.1042826	574.9216874	494.9603177	240.6070042	619.0862783	473.6967224	519.0416611	363.6323631	437.0973345	611.2645743	307.8066133	376.5342716	745.3651879	601.0424306	541.7518918	185.1560936	128.0535168
MRPL48	311.4217407	531.0543789	1378.742233	845.8247703	706.6587787	907.7070774	829.3969818	898.377031	691.1923963	1155.846755	721.5777737	655.7052606	575.5775176	557.7492493	136.436149	413.4976471	387.2084147	286.9915454	1049.129481	976.1833435	484.8887252	90.33022764
MRPL49	1515.698688	2173.136315	1796.242921	2680.417897	1821.463808	2182.907505	2023.998673	1540.772502	2383.851192	2863.261367	2349.003127	2046.679408	1156.462805	1493.237889	1545.518221	1419.451672	1402.17773	2250.540911	1254.967192	1420.234876	2231.497755	1303.151996
MRPL9	623.4465577	1028.123721	1237.928478	1034.065166	1108.500029	1372.175476	1406.467856	1081.526073	496.6607202	1196.669972	957.9062201	1033.633326	563.9852283	754.6032248	1426.792703	628.1600217	703.274621	630.4564889	1002.695989	869.2843052	606.2649925	60.24984589
