Gene	CD10	CD31	CD45	EPCAM
RP5-882C2.2	2.05617677	2.470491116	2.686159903	3.909798256
RP5-884C9.3	1.427751288	1.268477617	1.665464988	1.390467971
RP5-884G6.2	1.739788038	1.641928856	1.585375449	2.865965645
RP5-884M6.1	1.973481003	1.918849281	1.833701715	4.048704015
RP5-887A10.1	1.333805026	1.42677977	2.638488762	1.331316023
RP5-890E16.2	1.841607955	1.58781755	1.599837366	2.564489104
RP5-890E16.5	2.009948203	1.975181648	1.92787369	2.806601758
RP5-890O15.3	1.490176894	1.252009748	1.472003874	2.085635568
RP5-890O3.9	2.223197267	2.293544586	1.793244543	3.083343708
RP5-894A10.2	3.618284259	8.344534925	4.782173818	5.698792422
RP5-894A10.6	4.039102168	13.0994399	5.192889216	8.339166889
RP5-899E9.1	1.340844586	1.220896387	2.766000847	1.375541182
RP5-901A4.1	1.480933464	1.256989856	1.561642427	1.947576294
RP5-901A4.4	1.348004567	1.220896387	1.44674472	1.58556078
RP5-903E17.2	1.392832572	1.316118983	1.737559723	1.588272338
RP5-903G2.2	1.423374491	1.23176612	1.591086227	1.865444185
RP5-906C1.1	1.43948651	2.542223829	2.622675328	1.352748363
RP5-907C10.3	1.387212232	1.40359277	2.080332518	1.542996505
RP5-907D15.4	3.04606226	1.258528619	1.517412821	1.386733849
RP5-908M14.10	1.550608137	1.432620969	1.91404378	1.915608698
RP5-908M14.5	1.362778531	1.229379882	1.412729662	1.630364267
RP5-908M14.9	2.136666984	1.70762397	1.914713549	3.926063163
RP5-916L7.2	1.358610675	1.287718275	1.480310982	1.362435788
RP5-916O11.3	1.509334699	1.779710274	1.663731881	1.641144556
RP5-926E3.1	1.532273465	1.415648002	1.758884156	1.844045398
RP5-933K21.3	1.40111874	1.531531506	1.558773847	1.730831652
RP5-937E21.8	1.655959951	1.243004482	2.931170794	1.552343042
RP5-940F7.2	1.356779469	1.294004716	1.419196941	1.338887503
RP5-940J5.3	1.38476622	1.326067708	1.675031144	1.546995871
RP5-940J5.6	2.893831625	5.034536017	3.265556906	4.785083596
RP5-940J5.9	2.021866525	1.72208376	1.753469436	2.193674786
RP5-942I16.1	1.388206798	1.249781708	1.418035579	1.387549188
RP5-943J3.1	1.350972288	1.647586159	1.953366994	1.336103281
RP5-943J3.2	1.430295814	1.854599482	1.744477098	2.825999031
RP5-944M2.1	1.339671953	1.470205525	1.482856962	1.319951127
RP5-945F2.2	1.333805026	1.22685816	1.412729662	1.299125513
RP5-947P14.1	1.333805026	1.245405199	1.537590409	1.299125513
RP5-947P14.2	1.341401708	1.265828251	1.478470864	1.337037445
RP5-951N9.1	1.699980867	1.566825348	1.798274743	1.859396342
RP5-956O18.2	1.970229161	1.448531737	1.93202906	2.338757109
RP5-956O18.3	1.804189621	1.442639781	1.964266551	1.334703489
RP5-965F6.2	1.732794434	1.383618802	1.662044901	1.299125513
RP5-965G21.3	1.796534709	1.681885228	2.094397482	2.446076931
RP5-965G21.4	1.455196743	1.317508852	1.544224827	2.300092378
RP5-965G21.6	1.899318312	1.890456989	4.920862849	5.067880327
RP5-966M1.4	1.389144268	1.287832499	1.464386396	1.485949255
RP5-966M1.6	1.9606253	1.7810233	3.536106358	1.987434891
RP5-966M1.7	1.680252585	1.428374854	1.567976138	1.713149295
RP5-967N21.11	1.644018071	1.769498812	1.895104603	2.76744775
RP5-968D22.1	1.401537236	1.35030636	1.519033325	1.783553854
RP5-972B16.2	1.379525146	1.510921819	1.485348233	1.323206003
RP5-979D14.1	1.477011723	2.051811272	1.805915096	2.016606282
RP5-981L23.2	1.364389536	1.31358968	1.423437978	1.432940755
RP5-981O7.2	1.89047264	1.805100328	2.697031575	3.178844781
RP5-984P4.6	1.375976981	1.22880749	1.433660289	1.353606752
RP5-988G15.1	1.333805026	1.220896387	1.412729662	1.299125513
RP5-991B18.1	1.333805026	1.345040518	1.804446812	1.309548177
RP5-991B18.2	1.333805026	1.275590217	1.412729662	1.305443981
RP5-991G20.1	2.975174899	1.883022992	2.222182524	4.043136464
RP5-991G20.2	2.763191997	1.940323609	2.206493224	3.664857592
RP5-991O23.1	1.370449894	1.339444845	1.490542696	1.402519929
RP5-994D16.3	1.712959351	1.30624529	1.561094249	1.937027123
RP5-994D16.9	1.806859424	1.615173005	1.77448254	2.234411264
RP5-997D16.2	2.121985029	2.305952677	1.900696643	2.479440743
RP5-997D24.3	1.680463728	1.513673178	1.64464126	1.734843097
RP5-998H6.2	1.343921647	1.273531095	1.418970522	1.309728111
RP5-999L4.2	2.173768302	2.07835767	1.614362307	2.124091959
RP6-102O10.1	1.430223265	1.22667309	1.506234091	1.331326013
RP6-109B7.2	2.121382653	1.5413977	1.777610229	2.067257234
RP6-109B7.4	2.186399892	1.970159283	2.04187585	2.842031405
RP6-114E22.1	1.411148224	1.306990013	1.548305423	1.810572079
RP6-127F18.2	1.341078298	1.220896387	1.412729662	1.321798458
RP6-149D17.1	1.333805026	1.238226941	1.516242671	1.559708446
RP6-159A1.2	1.344424261	1.220896387	1.412729662	1.642673614
RP6-159A1.4	1.576780629	1.295780159	3.157656169	1.358589399
RP6-191P20.5	1.47627484	1.388202899	1.608281904	2.112957037
RP6-201G10.2	1.463134122	1.754099795	1.547204478	1.943743963
RP6-24A23.3	1.434984593	1.321394613	1.423826297	1.666251606
RP6-24A23.6	1.395755427	1.256353126	1.472893148	1.726373532
RP6-24A23.7	1.402290437	1.448292549	1.6981111	1.853089843
RP6-24A23.8	1.394914523	1.291942712	1.459335389	1.595898255
RP6-65G23.3	1.827412102	1.522905428	2.022928877	6.456143587
RP6-74O6.6	1.730879229	1.327213748	1.465606206	1.600195595
RP6-91H8.1	1.567297988	1.24132272	1.565596282	1.381458335
RP6-91H8.3	1.925228314	1.430391365	3.148027763	1.553791731
RP6-91H8.5	1.478528548	1.284331766	1.686519174	1.371947883
RP6-99M1.1	1.435776425	1.264816195	1.514090139	1.390239597
RP6-99M1.3	3.512631599	4.826392608	2.679275023	5.792917056
RP9	8.214054637	8.543257877	4.871808096	16.43026097
RP9P	7.308375043	7.541643261	3.383334967	7.607114659
RPA1	16.18007186	11.87828319	11.42145179	24.39720728
RPA2	25.67383424	17.09022491	14.85264608	28.83839865
RPA3	9.278288345	9.271755677	9.428487498	34.23401659
RPA4	2.093968202	1.9597608	2.089737735	1.964936753
RPAIN	16.17913951	23.08043767	9.479726065	30.89485342
RPAP1	9.994964084	10.35157901	7.153230799	16.94162036
RPAP2	7.741914676	8.50072545	4.807933814	12.85532606
RPAP3	12.88784049	11.27674995	7.345803346	28.0366904
RPARP-AS1	3.57798548	2.697881204	4.406937621	12.59770658
RPE	15.52402366	14.73785066	8.764201614	22.60542395
RPEP2	1.371664767	1.269936587	1.572763442	1.314004105
RPEP3	1.613415699	1.337252964	1.64106572	1.556572072
RPEP4	1.495726482	1.330098044	1.650352342	1.535015267
RPF1	16.60907677	21.31788031	10.74428832	31.53809353
RPF2	20.40789441	16.70003215	6.731151954	36.66837661
RPGR	6.596168843	58.11502005	5.709935273	15.18104489
RPGRIP1	1.506291834	1.293414209	1.899960153	1.885736131
RPGRIP1L	9.674002577	5.089095674	2.782187554	10.69621184
RPH3A	1.364600855	1.678605116	2.276067525	1.439618563
RPH3AL	2.768341905	12.13461552	3.361004137	13.27066566
RPIA	9.263010319	13.14227597	5.967436851	14.21264283
RPIAP1	1.360172841	1.228379165	1.484807283	1.30488174
RPL10	1459.614616	1078.881029	525.5123974	1522.689898
RPL10A	1068.574266	805.0186905	406.6776089	1306.615948
RPL10AP1	1.818229856	1.59249819	2.263536764	2.571317791
RPL10AP5	1.351658576	1.450240077	1.602875279	1.384371872
RPL10AP6	2.533373768	2.118601994	1.611718849	1.944808799
RPL10P14	1.443837804	1.220896387	1.44819634	1.320372421
RPL11	1288.615114	1121.790314	685.6894074	1678.537882
RPL12	1194.584261	912.6885198	582.2309096	1463.691499
RPL12L3	1.700919808	2.369630764	1.606057229	2.219816573
RPL12P1	1.419090736	1.355534736	1.86802763	1.894939442
RPL12P11	2.037609913	1.97773218	2.041610266	3.113428694
RPL12P15	1.548661863	1.376358604	1.81829318	1.79761371
RPL12P18	1.358260741	1.258991041	1.489018441	1.336907632
RPL12P24	1.678598639	1.77234437	1.564175098	1.414757671
RPL12P29	1.672406335	1.498983034	2.084871483	2.208296194
RPL12P3	1.333805026	1.300357989	1.561476917	1.337726313
RPL12P38	1.431843807	1.344832282	1.486869586	1.431609289
RPL12P39	1.333805026	1.271373949	1.457085187	1.307376357
RPL12P4	1.622195481	1.537073218	1.769678926	1.661788602
RPL12P9	1.351853495	1.444136696	1.468962017	1.520106806
RPL13	1494.421231	1231.332431	899.8520962	1844.458737
RPL13A	3026.642593	2350.944358	1398.230743	3533.7833
RPL13AP17	1.39086483	1.264304282	1.518816121	2.043115878
RPL13AP2	1.344944644	1.446320008	1.557330001	1.305166991
RPL13AP20	2.034439653	1.652001522	1.781541624	3.414448986
RPL13AP25	3.052552119	2.873799538	2.722375799	3.356796761
RPL13AP5	5.545573238	4.402068931	4.767207942	6.791127142
RPL13AP6	2.575868598	3.870003842	4.223357725	3.833308955
RPL13P12	4.052001811	3.5124633	3.297495175	4.131241746
RPL13P4	1.56897316	1.670906435	1.740546282	2.021671582
RPL13P6	2.106626771	4.041641511	1.797194317	3.109670587
RPL14	911.2226055	621.3061855	376.352493	995.2423951
RPL14P1	2.07786849	1.63388836	1.891742881	2.092549441
RPL14P3	1.340912335	1.266686807	1.433953409	1.396339168
RPL14P5	1.333805026	1.236860227	1.412729662	1.299125513
RPL15	999.1066769	928.4604579	428.8513809	1220.285203
RPL15P3	2.045593508	2.09620424	1.816562287	2.158503203
RPL17	1375.981525	1098.70931	655.5991564	1437.382913
RPL17-C18orf32	9.81763929	8.265041738	5.061799022	15.40245551
RPL17P1	1.333805026	1.270047891	1.610530464	1.372665392
RPL17P11	1.393678019	1.339144659	1.602829897	3.055284874
RPL17P17	1.731167159	3.581655328	1.63648108	4.042421559
RPL17P2	1.346662715	1.348148683	1.412729662	1.345182254
RPL17P22	1.754913868	1.341670481	1.412729662	1.326130109
RPL17P25	1.567903396	1.285603648	1.810010788	1.745360844
RPL17P3	1.333805026	1.406691954	1.698921331	1.306957995
RPL17P33	1.333805026	1.242125651	1.451482215	1.340302708
RPL17P37	1.333805026	1.249235414	1.412729662	1.319369805
RPL17P43	1.362151664	1.22920999	1.470386697	1.523272276
RPL17P50	2.302138758	1.870130063	2.189560835	2.677069646
RPL17P51	1.333805026	1.238256456	1.467222274	1.326866271
RPL18	858.0245075	691.1169867	492.8718122	1227.254117
RPL18A	1341.751876	1096.492655	647.569425	1555.17526
RPL18AP14	1.333805026	1.220896387	1.433564294	1.407794166
RPL18AP2	1.580799446	1.597753814	1.711654203	2.00124277
RPL18AP3	2.33538075	2.306892182	1.860758195	2.502695658
RPL18AP7	2.448557673	2.640373428	2.007028389	2.184118259
RPL18P10	2.519311164	2.460518464	3.985895526	3.175018889
RPL19	1512.670216	1254.955423	777.8634409	2104.880804
RPL19P14	1.857144738	2.698784264	2.409272545	3.571939282
RPL19P21	1.360827531	1.220896387	1.443304539	1.401940904
RPL21	821.8430912	632.5015222	545.1646395	914.4793901
RPL21P1	1.669480215	1.434513423	1.880321605	3.024615341
RPL21P104	1.333805026	1.509476391	1.495305426	1.432866163
RPL21P107	1.343102523	1.266696786	1.674610256	1.395261506
RPL21P109	1.35821666	1.445522	1.580582813	1.354179829
RPL21P110	1.422788662	1.229848508	1.448772437	1.367717056
RPL21P111	1.333805026	1.237384138	1.438484276	1.299125513
RPL21P112	1.388125807	1.418690743	1.831510182	1.438594451
RPL21P116	1.369190051	1.546536148	1.567727377	1.346012641
RPL21P119	3.288968833	2.430097799	2.917985121	3.546748369
RPL21P12	1.509118544	1.279744378	1.566589155	1.299125513
RPL21P121	1.859199386	2.03429266	2.164194106	1.735087572
RPL21P123	1.876523843	2.349780395	4.335147732	2.817622562
RPL21P126	1.346018569	1.250739446	1.412729662	1.299125513
RPL21P129	1.365782025	1.220896387	1.46619432	1.299125513
RPL21P13	1.453179054	1.220896387	1.52048506	1.347628516
RPL21P134	1.522044968	1.393699497	1.623149035	1.488939877
RPL21P17	1.372458323	1.390792103	1.492276249	1.384859531
RPL21P18	1.343791824	1.324054466	1.412729662	1.334882066
RPL21P23	2.065016885	3.518499137	1.715031333	2.159426466
RPL21P24	1.333805026	1.255489068	1.475599628	1.317673346
RPL21P28	2.222742012	1.950370587	1.972666974	2.4732301
RPL21P32	1.596050773	1.629471896	1.611872214	1.621593077
RPL21P42	1.333805026	1.255804336	1.454782721	1.354565368
RPL21P44	2.188167574	2.155417702	1.861663205	2.16274136
RPL21P54	1.391014686	1.450713194	1.548193758	1.774533498
RPL21P65	1.443132824	1.371700567	1.5714402	1.726499359
RPL21P75	2.143198695	1.992487941	2.149763154	2.146166831
RPL21P8	1.8888278	1.514354702	2.656202804	2.565706142
RPL22	844.4530044	688.3739907	362.0972272	1106.876293
RPL22L1	36.04821435	29.19868724	21.64175986	47.22126176
RPL23	1655.141973	1550.748567	748.7731008	2454.725008
RPL23A	855.3468571	712.9973983	429.9878405	1151.510629
RPL23AP1	6.174983392	17.80949411	9.922353507	6.494696231
RPL23AP11	1.880750502	1.460798994	2.678572457	2.842474132
RPL23AP12	1.361407729	1.247639684	1.490767747	1.32065866
RPL23AP17	1.403985018	1.314294821	1.498939027	1.463574508
RPL23AP18	1.951151365	3.065520645	3.151265512	4.537038839
RPL23AP2	2.536142731	2.186537535	2.296130963	2.6703035
RPL23AP23	1.559105258	2.051711862	2.258424428	1.887145145
RPL23AP25	1.456351346	1.448315181	1.493420891	1.574984783
RPL23AP27	1.333805026	1.230989054	1.519614481	1.299125513
RPL23AP28	1.346202573	1.230111702	1.436300659	1.336608034
RPL23AP30	1.840236127	1.435994677	2.049125578	1.904996997
RPL23AP31	1.333805026	1.364736051	1.48265713	1.315922675
RPL23AP32	2.381036621	5.747714867	1.560923331	2.077742242
RPL23AP34	1.472656131	1.289629891	1.898893699	1.380591642
RPL23AP35	1.40524806	1.568020849	1.621216329	1.496426309
RPL23AP37	1.403237201	1.310519525	1.485464576	1.319026272
RPL23AP39	1.385807759	1.34630413	1.412729662	1.336853991
RPL23AP4	1.453583733	1.224985762	1.425092721	1.493958442
RPL23AP40	1.333805026	1.438335868	1.617829554	1.615864822
RPL23AP42	77.63411845	55.39651768	46.2186564	78.54121198
RPL23AP44	1.333805026	1.304671916	1.447679592	1.307741448
RPL23AP45	1.543530513	1.554878037	1.471854478	1.695677937
RPL23AP47	1.528661195	1.495189558	1.611482428	1.496386606
RPL23AP48	1.333805026	1.262667694	1.454692947	1.299125513
RPL23AP49	1.886812151	1.763764725	1.524103804	1.848655626
RPL23AP53	5.060201212	4.526040563	2.734850566	4.390567913
RPL23AP54	1.333805026	1.240125662	1.446077714	1.42424186
RPL23AP55	1.41862418	2.209627318	1.871947268	2.499242351
RPL23AP57	1.343905963	1.247781326	1.462243852	1.467563899
RPL23AP58	2.089366427	1.698174106	2.190372063	1.763498403
RPL23AP6	1.342973252	1.280713119	1.476976437	1.379714696
RPL23AP60	1.333805026	1.396514435	1.733120008	1.368562645
RPL23AP63	1.523757203	1.786412436	2.607933223	2.518984773
RPL23AP64	2.298232813	2.155148731	3.128204587	2.844941928
RPL23AP65	1.368041368	1.373197442	1.476770497	1.429126068
RPL23AP66	1.364124743	1.412304996	1.457418664	1.378412538
RPL23AP67	1.470694912	1.274361739	1.650171997	1.543368756
RPL23AP69	1.333805026	1.269565026	1.412729662	1.332791143
RPL23AP7	14.78490573	8.05680151	6.668034582	12.97404132
RPL23AP70	1.445663856	1.355485501	1.626617877	1.661984328
RPL23AP71	1.333805026	1.232161302	1.412729662	1.299125513
RPL23AP74	1.791669814	1.519894904	1.581601893	1.652338545
RPL23AP76	1.333805026	1.230326554	1.436789119	1.299125513
RPL23AP77	1.333805026	1.228969897	1.412729662	1.637688228
RPL23AP8	1.379028441	1.229052331	1.509293338	1.882377172
RPL23AP81	2.587244768	2.679810346	1.52270432	2.019753671
RPL23AP82	24.93292409	14.80263948	10.94557947	28.29114998
RPL23AP84	1.333805026	1.220896387	1.467501269	1.299125513
RPL23AP85	1.333805026	1.252010175	1.476926254	1.323767201
RPL23AP87	1.767996938	1.460698508	1.809316221	1.790369981
RPL23AP88	1.606635637	1.554096789	1.490716029	1.550775673
RPL23AP90	1.354646324	1.250188617	1.445512418	1.441777669
RPL23AP92	1.522266311	1.291885729	1.574354061	1.455374154
RPL23AP95	1.368021476	1.366657354	1.471948992	1.621550899
RPL23AP96	1.352294859	1.242375344	1.48768343	1.319780067
RPL23P10	1.498284293	1.293762278	1.716081733	1.485166084
RPL23P11	1.431778071	1.263630702	1.575366888	1.299125513
RPL23P2	1.937893134	2.08626626	1.90542155	2.377371123
RPL23P4	1.368403062	1.252696518	1.412729662	1.829356883
RPL24	1145.565739	1022.65882	427.6587702	1590.515114
RPL24P4	1.794803971	1.470211819	1.52503784	1.578161119
RPL24P8	4.454243723	1.636954873	1.645110105	2.852977548
RPL26	1218.155024	1207.622156	609.5800382	1204.647627
RPL26L1	22.43034192	24.4823391	9.425692819	54.71765717
RPL26P19	2.458352885	2.455945809	2.038605043	2.483750382
RPL26P20	1.496272844	1.335481613	1.426140958	1.382762058
RPL26P3	1.356793189	1.324505614	1.542304993	1.739269955
RPL26P31	1.361580702	1.258118066	1.556049479	1.327085952
RPL26P35	1.898300734	1.691474133	2.44786388	2.605618925
RPL26P9	1.724654035	1.402777881	2.11994739	1.794119559
RPL27	1162.015046	916.4217133	606.7163616	1627.088817
RPL27A	634.8821122	564.7074468	447.4135925	822.5878637
RPL28	854.999874	724.6931064	509.2268205	899.0169172
RPL29	423.5253522	339.7297916	181.464971	480.7159066
RPL29P11	1.778487744	1.407604882	1.556974637	1.655523013
RPL29P12	1.525668392	1.337542078	1.65791813	1.5346191
RPL29P14	3.344855402	4.187124044	3.720734873	6.211311892
RPL29P19	2.720186206	1.798711787	1.412729662	1.792289249
RPL29P2	1.333805026	1.312836595	1.499876204	1.376899744
RPL29P3	1.333805026	1.220896387	1.458540949	1.622341261
RPL3	1662.356028	1597.096071	817.5582919	2221.908688
RPL30	2919.10093	2400.934061	1336.010229	3956.223299
RPL30P10	1.350355277	1.319113525	1.454887027	1.354138359
RPL30P11	1.333805026	1.220896387	1.573645987	1.524676098
RPL30P16	1.333805026	1.317572647	1.540390643	1.299125513
RPL30P4	1.38917034	1.275925783	1.530254585	1.356676564
RPL30P6	1.396285803	1.310162083	1.885797058	1.342643875
RPL31	2046.228402	1665.999781	919.8504385	2741.282963
RPL31P1	1.333805026	1.233441409	1.412729662	1.299125513
RPL31P12	1.333805026	1.233238551	1.412729662	1.340177753
RPL31P20	1.96128293	1.322245017	1.540448538	2.677056611
RPL31P33	1.333805026	1.220896387	1.442991316	1.31085569
RPL31P35	1.333805026	1.231131119	1.450852187	1.319033765
RPL31P49	1.392605349	1.309464372	1.669338658	1.425556895
RPL31P50	1.333805026	1.220896387	1.412729662	1.314906681
RPL31P52	1.503363648	1.376171169	1.548138136	1.67005018
RPL31P56	1.333805026	1.231351038	1.412729662	1.299125513
RPL31P57	1.343918473	2.648635874	1.584039022	1.299125513
RPL31P60	1.476584121	1.251293611	1.519195461	1.530227011
RPL31P61	2.034835937	1.460142385	1.557410194	1.836030261
RPL31P7	1.630674057	1.410828384	1.543366709	1.788787168
RPL32	785.1074624	739.6649588	349.6931784	761.3157067
RPL32P1	1.526019444	1.983962905	8.846742689	1.613383931
RPL32P26	1.441893535	1.49033929	1.57036161	1.755770079
RPL32P29	6.972417684	7.990785859	4.377889008	6.885767469
RPL32P3	5.645862804	7.441828331	4.147288779	8.199157351
RPL32P33	1.333805026	1.231666702	1.412729662	1.43816076
RPL32P9	1.406256773	1.220896387	1.615829927	1.414377243
RPL34	769.5803882	704.5453866	362.6597804	736.5307277
RPL34-AS1	1.507643547	1.623701967	1.971886573	1.488917306
RPL34P18	1.425395125	1.412776012	1.576005879	1.931720922
RPL34P21	2.166342006	2.949458131	2.974441163	3.713375379
RPL34P26	1.411690684	1.257477492	1.704844479	2.096984735
RPL34P3	1.333805026	1.346983489	1.751709697	1.588354402
RPL34P31	1.333805026	1.232865162	1.428807529	1.310582751
RPL34P6	1.694377223	2.142757071	2.006587753	2.471723644
RPL35	852.4215961	595.998437	506.823872	1127.864461
RPL35A	847.7087033	606.2026712	310.8697625	1167.678441
RPL35AP18	1.333805026	1.241519023	1.531464497	1.299125513
RPL35AP22	1.438729596	1.299102721	1.677094214	1.353168934
RPL35AP25	1.739153796	1.505973936	1.915199801	1.848203418
RPL35AP31	1.494553543	2.133367482	1.519190727	1.516745432
RPL35AP32	1.447137589	1.476760796	1.927178615	1.82300126
RPL35AP33	1.349282586	1.220896387	1.412729662	1.322579925
RPL35P3	1.845501779	2.062700698	2.386930792	2.309369585
RPL35P4	1.333805026	1.235077272	1.412729662	1.299125513
RPL35P6	3.089463492	1.495001568	2.244437767	2.92386939
RPL36	310.9332069	287.1614301	154.6640779	379.7938425
RPL36A	409.2010128	415.6377234	244.4630025	692.5141651
RPL36A-HNRNPH2	1.598769626	1.321943374	1.772895737	1.441949941
RPL36AL	160.9268039	105.0954036	110.5786002	233.8713359
RPL36AP15	1.810666889	2.1718018	1.86306062	2.562178992
RPL36AP21	1.333805026	1.24612023	1.491056654	1.299125513
RPL36AP33	2.287353239	2.103873114	2.089538124	2.171696135
RPL36AP40	1.333805026	1.345199521	1.618058504	1.33432146
RPL36AP41	2.324813401	2.064254364	1.90621818	2.559958551
RPL36AP43	1.540864606	1.254754227	1.439342208	1.487892188
RPL36AP48	1.961907704	1.815782113	2.266524201	3.671621262
RPL36AP51	1.348746942	1.241473556	1.412729662	1.309635851
RPL36P19	1.376595454	1.242935957	1.449016513	1.299125513
RPL36P4	1.375138859	1.299624686	1.483040276	1.354068878
RPL37	1303.761889	1116.047963	627.7337083	2375.662673
RPL37A	1714.592838	1569.786768	902.3243279	2246.820128
RPL37P3	1.370579907	1.282661664	1.588337446	1.593563019
RPL37P6	1.378358542	1.286791691	1.448528403	1.478760312
RPL38	818.6403762	719.1101548	463.5440358	1175.022787
RPL39	752.4178698	677.6216978	464.0235295	1077.627985
RPL39L	8.134856026	3.402310872	6.044207694	20.3211125
RPL3P1	1.444668801	1.277970218	1.677322486	1.689391369
RPL3P10	1.430959752	1.480912192	1.446222208	1.50429922
RPL3P2	1.357943877	1.333241992	1.574407799	1.442937296
RPL3P4	2.318282091	1.912970709	2.194927127	2.470860962
RPL3P6	5.818993094	5.363036841	10.03802832	8.993603091
RPL3P8	1.383040691	1.273092478	1.42264851	1.317392125
RPL4	898.1748012	710.1575861	405.2310054	1141.05576
RPL41	4509.583736	3502.379763	2240.695983	5515.203946
RPL41P2	3.590477856	2.647264181	2.713863421	4.015705491
RPL4P4	1.908161241	1.553694378	1.61902095	2.312182749
RPL4P5	1.474286792	1.354002058	1.528454657	1.464949172
RPL4P6	2.709895101	2.896094045	2.776896208	4.261931924
RPL5	1462.130146	1228.593734	584.086372	2013.98081
RPL5P1	1.3577347	1.251913463	1.466979656	1.341707452
RPL5P11	1.729668292	1.71008524	1.720371474	1.686683592
RPL5P13	1.378771285	1.346602712	1.684624893	1.484343802
RPL5P15	1.352113706	1.325375416	1.537279872	1.312250146
RPL5P17	1.560803932	1.301707342	1.537689257	2.015683421
RPL5P18	1.754442303	1.299878306	1.523413101	1.757220256
RPL5P2	1.333805026	1.220896387	1.412729662	1.93200128
RPL5P21	1.415434755	1.801223348	1.941157803	1.389613823
RPL5P23	1.836755038	2.622333641	2.323706795	3.10625587
RPL5P24	1.839884866	1.36530862	1.70017327	1.913709321
RPL5P25	1.356468515	1.327572042	1.412729662	1.336665918
RPL5P27	1.40673147	1.26223781	1.449835501	1.376227456
RPL5P28	1.354731165	1.227749119	1.47699119	1.439508689
RPL5P29	1.41460904	1.38020474	1.798401807	1.328745535
RPL5P30	2.387974871	1.589542716	2.021554397	3.055195102
RPL5P31	1.333805026	1.275599267	1.412729662	1.314115591
RPL5P32	1.391141741	1.363693668	1.574350665	1.387494396
RPL5P33	1.345487532	1.356417424	1.412729662	1.436931782
RPL5P34	1.524579947	1.426781832	2.162236033	2.508260397
RPL5P4	4.090056607	2.832445511	2.918840109	5.277273807
RPL5P6	1.333805026	1.260035354	1.500823801	1.310945546
RPL5P7	1.370297042	1.526728209	1.585528249	1.655857739
RPL5P9	1.340002908	1.315213857	1.796637572	2.462130684
RPL6	1499.665097	1250.006015	715.2547744	2085.383869
RPL6P12	2.000758719	1.842582252	1.615635907	3.46494351
RPL6P2	1.584239409	1.326099219	1.505114744	1.872002754
RPL6P27	3.350679374	2.719108065	2.834008559	4.113963294
RPL6P30	1.344642728	1.305552081	1.583925881	1.33180707
RPL6P7	1.370118853	1.261397871	1.532538262	2.187769593
RPL6P8	1.346484535	1.270072559	1.52653257	1.360463548
RPL7	1401.527818	1160.47278	624.2155049	2377.716033
RPL7A	1340.498769	1158.693528	623.4184917	1692.570682
RPL7AP10	2.659221412	2.306992391	2.335334066	3.587246752
RPL7AP11	1.512724189	1.317104251	1.527646205	1.586974344
RPL7AP14	1.364011165	1.314671058	1.451895591	1.35483113
RPL7AP15	1.402326682	1.264290256	1.499415223	1.431711246
RPL7AP26	1.559328785	1.427448238	1.474940771	1.498234606
RPL7AP28	1.982759994	1.805698611	1.546461603	1.725951225
RPL7AP3	1.558339746	1.427465931	1.611319985	1.703988621
RPL7AP4	1.370133868	1.266250771	1.479931421	1.37763624
RPL7AP57	1.333805026	1.275927621	1.596992417	1.299125513
RPL7AP6	2.2620399	2.007203139	1.709215685	2.772170624
RPL7AP60	1.680546458	1.576880267	1.768526527	2.042724219
RPL7AP64	1.333805026	1.220896387	2.271199099	1.510058594
RPL7AP65	1.628670494	1.534424435	1.880624132	1.893929
RPL7AP66	1.530931985	1.308735803	1.456868341	1.666258268
RPL7L1	26.65449703	26.16423699	18.67813614	52.11564184
RPL7L1P12	1.479018095	3.636933866	1.742537909	1.976957613
RPL7L1P13	1.342677383	1.284410823	1.521455347	1.335418052
RPL7L1P2	1.424422171	1.346102519	1.608476294	2.124872988
RPL7L1P3	1.984625522	1.79103117	3.353939075	3.477394383
RPL7L1P4	1.333805026	1.435621735	1.541679964	1.330550438
RPL7L1P8	1.350119479	1.281721607	1.482139109	1.639805351
RPL7L1P9	2.60469842	2.095979797	2.083203764	1.971312621
RPL7P1	3.096705631	2.707865762	2.404476829	4.026385829
RPL7P11	3.018131338	3.624066441	2.354935302	6.21926911
RPL7P14	1.887496475	2.013592016	2.123987954	2.903450847
RPL7P15	1.749273324	2.56420453	1.450148716	1.433471901
RPL7P16	1.342688407	1.227363612	1.563213898	1.605141211
RPL7P17	1.675588901	1.52630342	1.756323918	1.917138888
RPL7P18	1.399044947	5.478712528	2.53783958	1.813719635
RPL7P19	4.133026334	3.90385294	2.619776628	5.138056403
RPL7P2	1.333805026	1.291573139	1.528273707	1.299125513
RPL7P21	1.961120184	1.905709591	4.085086204	2.081109882
RPL7P22	1.341510393	1.220896387	1.473910909	1.363699866
RPL7P23	1.836168944	1.774561044	1.925791695	2.321093029
RPL7P25	2.167886522	2.410173385	2.359722281	4.304400501
RPL7P26	1.828154612	1.262484771	1.454169514	1.702405222
RPL7P27	1.344009297	1.339958188	1.499294478	1.347050012
RPL7P28	1.350354985	1.220896387	1.485324101	1.543210717
RPL7P29	1.382229093	1.264905781	1.425039471	1.33361898
RPL7P32	7.06200525	9.510278396	8.100519464	11.68562389
RPL7P33	1.333805026	1.328465473	1.412729662	1.305013999
RPL7P39	1.359359003	1.628441254	1.695420734	1.994630471
